Run time, Error, Target angle
18713, 5.11875, 14.22136
18837, 8.416407, 16.02614
19031, 7.530469, 17.51501
19160, 7.530469, 19.02011
19353, 6.792188, 20.36004
19477, 6.152344, 21.56515
19605, 5.90625, 22.73594
19800, 4.577344, 23.61827
19921, 3.740625, 24.3319
20108, 2.953125, 24.90081
20237, 3.199219, 25.54832
20428, 3.051562, 26.15523
20555, 3.15, 26.7887
20746, 2.411719, 27.25273
20877, 2.313281, 27.71079
21068, 2.017969, 28.10678
21199, 1.919531, 28.48668
21388, 1.230469, 28.71521
21515, 0.9351563, 28.89017
21641, 0.6398437, 29.00649
21835, -0.0, 28.99011
21963, -0.6890625, 28.82619
22089, -1.18125, 28.57001
22278, -1.821094, 28.18875
22408, -2.264062, 27.71877
22540, -2.707031, 27.16057
22733, -3.494531, 26.4415
22862, -3.986719, 25.62502
23051, -5.266406, 24.53848
23183, -6.250781, 23.25126
23382, -6.546094, 21.93344
23512, -7.235156, 20.46094
23701, -8.022655, 18.83539
23827, -7.579687, 17.33463
24021, -6.841406, 15.98531
24144, -6.841406, 14.61818
24340, -7.825781, 13.02881
24465, -8.760937, 11.24001
24655, -8.564062, 9.530682
24783, -7.924219, 7.969573
24967, -6.546094, 6.697427
25089, -7.0875, 5.261509
25270, -8.022655, 3.631457
25399, -9.00703, 1.792631
25586, -8.071875, 0.2008276
25713, -8.71172, -1.563726
25898, -6.989062, -2.917816
26018, -7.432032, -4.418813
26143, -7.0875, -5.824138
26331, -6.890625, -7.196745
26455, -7.530469, -8.72675
26647, -7.0875, -10.13413
26775, -6.989062, -11.52773
26900, -6.939844, -12.91359
27093, -6.201563, -14.13554
27220, -6.250781, -15.38644
27416, -5.463282, -16.45972
27540, -6.398438, -17.77342
27733, -5.955469, -18.95479
27859, -5.758594, -20.09864
28055, -5.315625, -21.15055
28181, -5.266406, -22.20134
28380, -4.971094, -23.18833
28508, -5.069531, -24.20543
28702, -4.134375, -25.00928
28827, -3.839063, -25.76452
29019, -3.248437, -26.39894
29146, -2.953125, -26.97781
29335, -2.411719, -27.44593
29463, -2.017969, -27.8341
29651, -1.476563, -28.11504
29780, -1.033594, -28.30463
29968, -0.590625, -28.41082
30094, -0.2953125, -28.45806
30223, 0.04921875, -28.43505
30413, 0.7382813, -28.26946
30546, 1.279687, -27.99331
30743, 2.067187, -27.55977
30869, 2.75625, -26.98161
31057, 3.789844, -26.19632
31188, 4.478907, -25.27418
31378, 5.414063, -24.16668
31505, 5.709375, -23.01232
31702, 6.201563, -21.75952
31834, 6.890625, -20.35606
32024, 7.530469, -18.83288
32157, 7.924219, -17.23299
32350, 8.367188, -15.548
32485, 8.317968, -13.88549
32675, 8.268749, -12.23303
32807, 8.514843, -10.52134
33000, 7.579687, -9.028324
33130, 8.367188, -7.327667
33322, 8.219532, -5.686357
33445, 9.351563, -3.77298
33635, 8.170313, -2.167165
33763, 9.00703, -0.3366412
33951, 8.908594, 1.443748
34074, 9.203907, 3.295724
34261, 7.185938, 4.681615
34381, 7.235156, 6.127389
34566, 6.595312, 7.42982
34688, 6.939844, 8.830026
34813, 7.185938, 10.27728
34939, 7.185938, 11.71506
35127, 6.103125, 12.90808
35253, 6.053906, 14.11541
35443, 7.48125, 15.64757
35569, 3.888281, 16.29325
35759, 7.432032, 17.86429
35886, 7.432032, 19.35569
36080, 6.989062, 20.74273
36208, 6.250781, 21.96531
36404, 5.315625, 23.00443
36532, 3.986719, 23.7515
36725, 3.592969, 24.45825
36854, 3.494531, 25.1529
37044, 3.051562, 25.7518
37172, 2.903906, 26.32648
37360, 2.657813, 26.85151
37488, 2.559375, 27.35939
37677, 2.116406, 27.77132
37806, 1.919531, 28.14738
37995, 1.525781, 28.44217
38120, 1.132031, 28.65326
38310, 0.590625, 28.75702
38437, 0.2460938, 28.79273
38631, -0.2953125, 28.71966
38755, -0.7382813, 28.55438
38949, -1.427344, 28.25116
39075, -1.870313, 27.85963
39268, -2.559375, 27.32983
39392, -3.199219, 26.66486
39582, -4.183594, 25.80213
39710, -4.725, 24.8357
39901, -6.152344, 23.56869
40030, -7.136719, 22.10328
40221, -7.825781, 20.51919
40351, -8.071875, 18.8948
40541, -7.727344, 17.35764
40667, -7.038281, 15.97619
40860, -6.939844, 14.59171
40984, -8.022655, 12.94636
41172, -8.317968, 11.27362
41300, -9.400782, 9.353107
41484, -6.742969, 8.072424
41612, -6.989062, 6.669573
41795, -7.530469, 5.149093
41918, -8.121094, 3.501269
42103, -8.416407, 1.809407
42230, -9.00703, -0.01438713
42415, -8.416407, -1.683287
42540, -8.317968, -3.342284
42726, -6.841406, -4.672509
42848, -7.185938, -6.120706
43032, -7.284375, -7.580602
43157, -7.628906, -9.11952
43342, -6.792188, -10.45693
43468, -6.890625, -11.8375
43591, -6.792188, -13.19232
43781, -7.038281, -14.60602
43910, -5.857031, -15.73465
44104, -4.577344, -16.61675
44229, -5.610937, -17.77581
44421, -5.857031, -18.95488
44545, -5.90625, -20.13844
44736, -5.020312, -21.12022
44862, -5.364843, -22.20472
45048, -4.872656, -23.16704
45174, -5.11875, -24.19919
45369, -4.380468, -25.05733
45499, -3.691406, -25.76979
45689, -3.297656, -26.41834
45822, -2.903906, -26.98454
46019, -2.559375, -27.48744
46144, -2.017969, -27.86998
46335, -1.624219, -28.18408
46461, -1.230469, -28.41496
46656, -0.590625, -28.51664
46783, -0.04921875, -28.50546
46970, 0.590625, -28.37006
47095, 1.082813, -28.1341
47285, 1.821094, -27.75046
47417, 2.460938, -27.2343
47605, 3.346875, -26.54123
47732, 3.9375, -25.73045
47922, 4.725, -24.76462
48048, 5.414063, -23.65505
48239, 5.807813, -22.48253
48366, 6.250781, -21.21531
48560, 6.742969, -19.8538
48694, 7.235156, -18.38871
48887, 7.579687, -16.86348
49020, 7.776563, -15.30066
49216, 8.465626, -13.59035
49354, 8.957813, -11.78099
49542, 9.203907, -9.933208
49665, 8.219532, -8.326178
49853, 7.678125, -6.805943
49978, 8.367188, -5.1077
50166, 8.564062, -3.388857
50294, 8.416407, -1.710653
50484, 9.05625, 0.1165537
50611, 9.203907, 1.963794
50799, 8.268749, 3.594065
50924, 7.333593, 5.024211
51115, 6.595312, 6.323156
51236, 6.989062, 7.734886
51422, 6.841406, 9.099932
51547, 7.0875, 10.52649
51740, 6.447657, 11.80046
51872, 6.792188, 13.17032
52064, 6.250781, 14.40733
52190, 5.167969, 15.40003
52382, 4.282031, 16.23266
52510, 4.675781, 17.1809
52704, 7.678125, 18.79137
52834, 7.727344, 20.34299
53027, 6.349218, 21.57879
53154, 6.250781, 22.82333
53351, 4.823438, 23.75281
53482, 4.035937, 24.52964
53678, 3.248437, 25.15884
53806, 3.199219, 25.79568
53994, 2.854688, 26.3577
54122, 2.707031, 26.89315
54312, 2.460938, 27.37889
54436, 2.264062, 27.82385
54625, 1.624219, 28.13222
54751, 1.476563, 28.42099
54937, 0.590625, 28.51613
55065, 0.2460938, 28.55133
55254, -0.2460938, 28.48899
55384, -0.6890625, 28.33448
55579, -1.378125, 28.04114
55709, -1.821094, 27.65984
55907, -2.559375, 27.12938
56033, -3.199219, 26.46474
56229, -3.986719, 25.64702
56356, -4.823438, 24.65037
56552, -6.250781, 23.3638
56683, -7.136719, 21.90273
56876, -7.678125, 20.3523
57003, -8.613281, 18.59413
57192, -7.0875, 17.21393
57317, -7.0875, 15.79868
57515, -6.989062, 14.40334
57645, -7.825781, 12.808
57836, -8.268749, 11.14198
57961, -9.00703, 9.311854
58150, -6.890625, 7.986297
58275, -6.841406, 6.622975
58464, -7.185938, 5.177198
58587, -8.071875, 3.528737
58777, -8.416407, 1.835383
58898, -9.05625, -0.001495719
59086, -7.825781, -1.536296
59212, -8.219532, -3.193001
59395, -6.496875, -4.447569
59515, -7.185938, -5.908708
59702, -7.185938, -7.346873
59829, -7.825781, -8.935793
60017, -7.776563, -10.49081
60139, -6.989062, -11.85854
60331, -6.644531, -13.17759
60456, -6.349218, -14.43573
60644, -5.266406, -15.46105
60770, -7.382813, -17.01553
60958, -6.053906, -18.19572
61087, -5.807813, -19.34653
61283, -5.217188, -20.37506
61407, -5.709375, -21.53482
61598, -4.872656, -22.48904
61721, -4.971094, -23.48577
61913, -4.134375, -24.29172
62042, -4.380468, -25.17552
62231, -3.346875, -25.81897
62359, -3.248437, -26.46352
62549, -2.805469, -27.01322
62681, -2.805469, -27.57366
62878, -1.96875, -27.94707
63006, -1.624219, -28.25795
63201, -1.082813, -28.4607
63327, -0.7875, -28.60626
63517, 0.196875, -28.54155
63642, 0.590625, -28.40722
63834, 1.328906, -28.12233
63963, 1.870313, -27.72739
64159, 2.75625, -27.15361
64289, 3.396094, -26.4499
64479, 4.380468, -25.54783
64608, 4.774219, -24.57722
64797, 5.364843, -23.48862
64931, 6.250781, -22.20638
65132, 6.546094, -20.88883
65264, 6.792188, -19.52113
65461, 7.579687, -17.98572
65590, 8.121094, -16.34045
65793, 8.268749, -14.68242
65926, 9.05625, -12.843
66113, 8.6625, -11.11949
66241, 8.022655, -9.539019
66434, 8.219532, -7.891186
66558, 8.514843, -6.176791
66745, 8.465626, -4.484461
66870, 8.760937, -2.721216
67057, 8.71172, -0.9796831
67183, 9.302343, 0.9027825
67370, 8.71172, 2.630877
67491, 8.170313, 4.243069
67680, 6.398438, 5.476657
67805, 6.890625, 6.870415
67994, 6.792188, 8.226985
68116, 7.235156, 9.691076
68302, 6.890625, 11.06106
68429, 6.792188, 12.41534
68625, 5.90625, 13.57471
68748, 8.268749, 15.31733
68938, 6.989062, 16.6864
69068, 7.284375, 18.15225
69259, 7.185938, 19.58731
69389, 6.447657, 20.84996
69584, 5.807813, 21.99471
69714, 5.414063, 23.06228
69910, 3.839063, 23.79108
70038, 3.494531, 24.47492
70233, 3.740625, 25.22852
70359, 3.691406, 25.9653
70550, 3.100781, 26.57055
70673, 3.199219, 27.21327
70798, 2.559375, 27.70126
70991, 2.116406, 28.11263
71118, 2.017969, 28.51187
71308, 1.378125, 28.77108
71440, 1.18125, 28.99936
71629, 0.39375, 29.0579
71758, -0.196875, 28.99562
71952, -0.7875, 28.82267
72078, -1.279687, 28.5473
72266, -1.821094, 28.16855
72392, -2.264062, 27.69821
72588, -2.953125, 27.0901
72713, -3.445313, 26.38133
72907, -4.33125, 25.49248
73032, -5.315625, 24.39069
73223, -5.90625, 23.19314
73355, -6.644531, 21.83673
73545, -7.727344, 20.26295
73672, -8.514843, 18.52891
73860, -7.48125, 17.05764
73985, -7.136719, 15.64475
74181, -6.939844, 14.2622
74312, -7.382813, 12.77012
74435, -8.219532, 11.09332
74623, -8.564062, 9.370384
74746, -7.48125, 7.915174
74935, -5.955469, 6.764472
75053, -6.939844, 5.340268
75237, -7.776563, 3.761537
75365, -8.760937, 1.971777
75549, -8.022655, 0.3849187
75676, -8.908594, -1.428581
75865, -7.825781, -2.967533
75983, -6.792188, -4.283622
76170, -6.398438, -5.551421
76294, -6.989062, -6.970733
76478, -7.48125, -8.480695
76605, -7.825781, -10.05942
76792, -6.69375, -11.36969
76920, -6.989062, -12.77677
77107, -6.3, -14.01956
77237, -6.3, -15.27856
77430, -5.364843, -16.32822
77551, -6.546094, -17.68146
77741, -5.709375, -18.80387
77868, -5.758594, -19.95627
78056, -5.561719, -21.06364
78181, -5.5125, -22.164
78376, -4.774219, -23.10057
78503, -5.11875, -24.136
78693, -4.33125, -24.98283
78824, -3.839063, -25.73182
79024, -3.346875, -26.38858
79151, -2.953125, -26.96388
79344, -2.608594, -27.47642
79479, -2.264062, -27.91667
79671, -2.017969, -28.31361
79802, -1.624219, -28.6239
79994, -1.575, -28.93709
80125, -1.575, -29.25199
80319, -1.033594, -29.44524
80445, -1.033594, -29.65115
80642, -0.590625, -29.75844
80772, -0.4921875, -29.85272
80960, -0.4921875, -29.95098
81090, -0.4921875, -30.04941
81279, 0.0984375, -30.01465
81405, 0.2953125, -29.94735
81596, 0.2953125, -29.88795
81719, 0.2953125, -29.82887
81910, 0.2953125, -29.76981
82034, 0.2953125, -29.71075
82159, 0.2953125, -29.65168
82354, 0.2953125, -29.59262
82480, 0.2953125, -29.53356
82672, 0.2953125, -29.47449
82801, 0.2953125, -29.41543
82996, 0.2953125, -29.35637
83125, 0.2953125, -29.29731
83313, 0.2953125, -29.23824
83439, 0.2953125, -29.17918
