Run time, Error, Target angle
187, -12.94453, 25.5796
303, -12.89531, 23.00054
610, -11.17266, 20.79335
911, -9.597656, 18.9001
1216, -6.152344, 17.72534
1397, -5.610937, 16.61983
1517, -5.5125, 15.52217
1643, -4.823438, 14.58369
1826, -3.445313, 13.9318
2254, -3.199219, 13.29545
2438, -3.100781, 12.67802
2864, -2.313281, 12.22446
18117, -15.55313, 9.113839
18305, -14.9625, 6.121339
18428, -13.43672, 3.492698
18613, -11.61563, 1.219183
18735, -11.22187, -1.007144
18920, -9.646875, -2.894963
19044, -6.890625, -4.165329
19231, -3.740625, -4.828703
19358, -3.297656, -5.466666
19543, -2.903906, -6.036412
19664, -2.460938, -6.510743
19855, -1.673438, -6.824822
19976, -1.476563, -7.11123
20159, -1.18125, -7.339418
20283, -0.5414063, -7.422781
20473, -0.2460938, -7.463581
20597, -0.04921875, -7.465457
20783, 0.4921875, -7.352736
20904, 0.6890625, -7.206343
21094, 0.984375, -7.001664
21216, 1.132031, -6.769145
21406, 1.427344, -6.475972
21530, 1.624219, -6.143144
21720, 1.821094, -5.773658
21845, 1.96875, -5.373995
22029, 2.067187, -4.957749
22154, 2.264062, -4.497365
22335, 2.067187, -4.088792
22455, 2.165625, -3.652123
22646, 2.214844, -3.207769
22767, 2.411719, -2.717706
22950, 2.608594, -2.190539
23071, 2.707031, -1.64498
23254, 2.854688, -1.070003
23379, 3.002344, -0.46374
23569, 2.75625, 0.08149672
23692, 2.903906, 0.6675501
23872, 2.264062, 1.103654
23997, 1.96875, 1.485207
24180, 0.8367188, 1.622558
24303, 0.3445313, 1.67085
24488, 0.6890625, 1.816782
24612, 0.8859375, 2.001859
24801, 1.18125, 2.245965
24923, 1.427344, 2.541307
25110, 1.575, 2.860497
25229, 1.033594, 3.045988
25416, 1.033594, 3.251845
25536, 0.8859375, 3.423209
25721, 1.230469, 3.678036
25844, 1.378125, 3.959829
26028, 1.624219, 4.291304
26149, 1.821094, 4.663565
26338, 1.230469, 4.894989
26457, 1.476563, 5.199075
26641, 1.132031, 5.416825
26759, 1.328906, 5.689817
26946, 1.525781, 6.000317
27066, 1.722656, 6.352874
27256, 1.328906, 6.608984
27374, 1.525781, 6.921344
27564, 1.771875, 7.282224
27687, 1.96875, 7.683886
27869, 1.821094, 8.044568
27995, 1.870313, 8.420258
28185, 1.96875, 8.816572
28305, 2.165625, 9.257489
28496, 1.870313, 9.624442
28615, 1.624219, 9.939148
28799, 1.821094, 10.30807
28924, 1.673438, 10.63745
29107, 1.476563, 10.92742
29236, 1.624219, 11.25738
29425, 1.919531, 11.64895
29543, 2.116406, 12.08053
29730, 1.230469, 12.30424
29852, 0.590625, 12.39638
30037, 0.5414063, 12.50231
30160, 0.4429688, 12.587
30352, 0.6890625, 12.73084
30472, 0.8859375, 12.9161
30663, 1.18125, 13.16009
30790, 1.230469, 13.40845
