"Run time, Error, Target angle"
"17904, -3.396094, -23.16255"
"18035, -5.020312, -29.25155"
"18167, -2.903906, -32.6643"
"18300, 0.590625, -31.82844"
"18431, 3.15, -27.94907"
"18556, 3.9375, -23.18823"
"18688, 2.313281, -20.46828"
"18816, 0.3445313, -20.13053"
"18944, 1.279687, -18.56516"
"19079, 4.429688, -13.13771"
"19213, 7.185938, -4.410498"
"19337, 6.398438, 3.244065"
"19459, 3.199219, 6.959549"
"19575, -0.2460938, 6.516137"
"19694, 1.378125, 8.224144"
"19813, 5.414063, 14.88337"
"19935, 7.825781, 24.37783"
"20055, 2.903906, 27.67663"
"20191, -4.035937, 22.5822"
"20324, -3.691406, 18.15054"
"20456, -0.2460938, 17.9782"
"20583, 8.957813, 29.07582"
"20707, 6.447657, 36.73946"
"20833, -0.2460938, 36.18801"
"20960, -7.628906, 26.74682"
"21088, -8.514843, 16.4793"
"21223, 0.196875, 17.01748"
"21353, 4.478907, 22.56477"
"21485, 3.051562, 26.18576"
"21616, -6.398438, 18.16526"
"21741, -11.51719, 4.130038"
"21868, -7.185938, -4.346362"
"21992, -0.4921875, -4.674507"
"22112, 3.592969, -0.185605"
"22229, 0.2460938, -0.01291922"
"22346, -7.530469, -9.36846"
"22466, -10.53281, -22.14499"
"22587, -5.11875, -28.08759"
"22719, 2.3625, -24.97195"
"22849, 3.740625, -20.41754"
"22972, -0.4921875, -21.16578"
"23103, -4.872656, -27.17962"
"23233, -5.758594, -34.13195"
"23359, -0.7382813, -34.83437"
"23487, 4.921875, -28.70922"
"23617, 5.955469, -21.51221"
"23750, 2.854688, -18.19372"
"23878, 0.3445313, -17.87815"
"24012, 1.575, -15.9503"
"24145, 4.823438, -10.04481"
"24272, 7.628906, -0.7784328"
"24396, 4.675781, 4.727344"
"24516, 2.707031, 7.892959"
"24641, 0.196875, 8.029855"
"24766, 3.051562, 11.79314"
"24891, 6.69375, 19.96976"
"25018, 6.644531, 27.94987"
"25148, 1.230469, 29.2306"
"25285, -4.478907, 23.64965"
"25420, -4.33125, 18.44579"
"25546, 2.214844, 21.34575"
"25676, 7.727344, 30.83232"
"25806, 3.740625, 35.18794"
"25932, -1.673438, 32.96983"
"26060, -5.955469, 25.65474"
"26190, -6.742969, 17.52491"
"26325, -0.7875, 16.78753"
"26450, 2.854688, 20.36143"
"26578, -0.2460938, 19.96077"
"26713, -5.463282, 13.21516"
"26837, -9.351563, 1.834519"
"26967, -7.727344, -7.388585"
"27085, -2.559375, -10.25319"
"27202, 2.75625, -6.718009"
"27324, 1.427344, -5.042383"
"27440, -4.33125, -10.47267"
"27563, -8.514843, -20.86436"
"27687, -7.0875, -29.32543"
"27816, -0.2460938, -29.37025"
"27948, 3.248437, -25.33204"
"28080, 1.673438, -23.37222"
"28209, -1.96875, -25.87049"
"28336, -3.248437, -29.82363"
"28463, -2.116406, -32.32433"
"28594, 2.313281, -29.38677"
"28724, 5.561719, -22.58566"
"28855, 6.250781, -15.05265"
"28985, 3.346875, -11.13905"
"29106, 1.476563, -9.446642"
"29230, 0.9351563, -8.349571"
"29354, 3.839063, -3.63335"
"29477, 7.0875, 5.00232"
"29597, 7.973438, 14.61286"
"29719, 2.657813, 17.60032"
"29840, -3.051562, 13.70279"
"29969, -0.196875, 13.55641"
"30098, 4.183594, 18.74187"
"30223, 5.610937, 25.53855"
"30351, 3.986719, 30.26619"
"30483, 0.196875, 30.36482"
"30613, -1.132031, 28.94987"
"30739, -0.590625, 28.25797"
"30860, -0.4921875, 27.67216"
"30987, -0.6890625, 26.83823"
"31117, -1.427344, 25.09845"
"31246, -2.067187, 22.59271"
"31374, -3.051562, 18.89344"
"31501, -3.494531, 14.68139"
"31631, -1.821094, 12.55565"
"31758, -3.54375, 8.242841"
"31881, -6.644531, 0.1473494"
"32003, -4.183594, -4.785755"
"32124, -1.230469, -6.1415"
"32245, -0.3445313, -6.513132"
"32361, -4.478907, -12.0519"
"32484, -6.939844, -20.48364"
"32608, -4.232813, -25.46671"
"32733, 0.5414063, -24.63311"
"32861, 1.476563, -22.81574"
"32990, -0.4429688, -23.41425"
"33115, -3.199219, -27.36097"
"33245, -3.839063, -31.99746"
"33374, 0.1476563, -31.67645"
"33506, 3.051562, -27.90345"
"33644, 4.380468, -22.59495"
"33774, 3.15, -18.85625"
"33905, 1.328906, -17.32994"
"34039, 2.214844, -14.64476"
"34173, 4.823438, -8.76322"
"34304, 7.678125, 0.557826"
"34428, 5.020312, 6.487965"
"34547, 2.657813, 9.57839"
"34666, 0.6890625, 10.32153"
"34790, 2.805469, 13.76323"
"34914, 5.610937, 20.60719"
"35043, 4.035937, 25.39925"
"35172, 1.673438, 27.31816"
"35302, -2.313281, 24.39259"
"35433, -0.984375, 23.25059"
"35564, 1.279687, 24.86993"
"35692, 2.657813, 28.1153"
"35818, 2.903906, 31.6125"
"35946, 0.590625, 32.2369"
"36075, -2.559375, 29.04662"
"36206, -4.528125, 23.53522"
"36334, -4.626562, 17.97512"
"36469, -2.953125, 14.48944"
"36593, -0.8367188, 13.56907"
"36715, -2.116406, 10.98561"
"36839, -5.857031, 3.811694"
"36961, -6.250781, -3.713117"
"37085, -4.33125, -8.838779"
"37208, 0.8859375, -7.573638"
"37325, -0.04921875, -7.657254"
"37444, -4.035937, -12.65893"
"37562, -6.841406, -20.99"
"37681, -6.349218, -28.59728"
"37812, 0.04921875, -28.30732"
"37939, 2.903906, -24.70236"
"38064, 1.378125, -23.09879"
"38194, -2.116406, -25.7671"
"38318, -3.100781, -29.53309"
"38444, -1.821094, -31.67331"
"38569, 1.96875, -29.16449"
"38697, 5.167969, -22.83671"
"38827, 5.660156, -16.01959"
"38959, 2.854688, -12.69277"
"39088, 1.378125, -11.0991"
"39207, 2.411719, -8.168102"
"39328, 4.774219, -2.345883"
"39449, 6.004687, 4.913199"
"39571, 6.053906, 12.18309"
"39693, 1.96875, 14.38874"
"39816, 0.39375, 14.79158"
"39938, 1.328906, 16.41773"
"40068, 4.085156, 21.42163"
"40192, 4.134375, 26.39088"
"40315, 3.297656, 30.31661"
"40442, -0.4429688, 29.64355"
"40571, -1.378125, 27.94744"
"40701, -0.6398437, 27.20395"
"40825, -0.2953125, 26.86398"
"40949, 0.6398437, 27.6681"
"41083, -0.04921875, 27.58664"
"41209, -1.673438, 25.51702"
"41336, -3.642188, 21.06983"
"41468, -5.561719, 14.32284"
"41598, -4.478907, 8.983443"
"41725, -0.7875, 8.176265"
"41846, 0.6890625, 9.069408"
"41970, -2.608594, 5.81905"
"42090, -6.989062, -2.746459"
"42215, -10.43438, -15.40797"
"42338, -4.921875, -21.11072"
"42463, 3.248437, -16.89316"
"42588, 4.478907, -11.45308"
"42713, -1.624219, -13.62606"
"42841, -9.450001, -25.2692"
"42965, -9.351563, -36.50563"
"43092, -0.196875, -36.40356"
"43223, 6.841406, -27.92125"
"43351, 6.595312, -19.99997"
"43481, -0.6890625, -21.09045"
"43619, -4.183594, -26.24393"
"43752, -2.411719, -29.08266"
"43889, 4.085156, -23.95334"
"44018, 8.908594, -13.07235"
"44151, 8.71172, -2.61453"
"44274, 3.592969, 1.500324"
"44390, 0.04921875, 1.403817"
"44509, -0.196875, 1.148124"
"44628, 3.592969, 5.607724"
"44747, 7.48125, 14.74637"
"44874, 7.432032, 23.67248"
"45003, 1.082813, 24.74051"
"45134, -4.774219, 18.78745"
"45267, -2.608594, 15.72177"
"45395, 4.478907, 21.35896"
"45520, 6.595312, 29.36863"
"45649, 3.248437, 33.15011"
"45773, 0.196875, 33.2637"
"45900, -3.346875, 29.10789"
"46035, -3.9375, 24.35447"
"46167, -1.821094, 22.24262"
"46302, -0.196875, 22.0677"
"46437, -1.132031, 20.67997"
"46565, -3.839063, 15.97256"
"46691, -7.136719, 7.27944"
"46816, -5.069531, 1.266547"
"46939, -1.18125, 0.001788855"
"47055, -0.4921875, -0.5512363"
"47172, -3.888281, -5.350669"
"47290, -7.185938, -14.11204"
"47413, -5.11875, -20.18347"
"47539, -0.1476563, -20.17229"
"47666, 2.116406, -17.53762"
"47793, -0.4429688, -18.15907"
"47919, -4.921875, -24.23655"
"48047, -6.103125, -31.61377"
"48171, -1.919531, -33.76191"
"48298, 2.559375, -30.51557"
"48432, 3.592969, -26.15746"
"48559, 1.575, -24.33894"
"48693, -1.722656, -26.52629"
"48820, -2.903906, -30.06182"
"48945, -2.510156, -33.06225"
"49073, 1.919531, -30.594"
"49200, 3.100781, -26.81998"
"49326, 2.657813, -23.64398"
"49459, -1.427344, -25.5035"
"49585, -3.396094, -29.6604"
"49716, -3.297656, -33.61872"
"49846, 1.476563, -31.67513"
"49983, 3.888281, -26.91593"
"50109, 3.789844, -22.36625"
