"Run time, Error, Target angle"
"10300, -2.264062, 16.64199"
"10426, -0.5414063, 16.05188"
"10553, 2.854688, 19.60684"
"10685, 3.691406, 24.07404"
"10810, 2.608594, 27.16617"
"10940, -0.984375, 25.85249"
"11073, -1.132031, 24.48125"
"11199, -0.0984375, 24.40066"
"11325, 0.984375, 25.62456"
"11449, 1.476563, 27.41766"
"11580, 1.870313, 29.67753"
"11708, 1.279687, 31.19234"
"11835, 0.2953125, 31.50929"
"11961, -1.082813, 30.15585"
"12090, -1.132031, 28.79251"
"12217, -1.279687, 27.25108"
"12341, -0.7875, 26.32438"
"12466, -0.1476563, 26.17235"
"12590, -0.04921875, 26.1185"
"12717, -0.6398437, 25.32895"
"12843, -1.525781, 23.46391"
"12971, -1.673438, 21.44835"
"13099, -1.575, 19.56156"
"13230, -1.082813, 18.27995"
"13357, -0.1476563, 18.13846"
"13479, -0.2460938, 17.84153"
"13603, -1.919531, 15.47459"
"13734, -3.445313, 11.2821"
"13856, -3.888281, 6.595397"
"13981, -1.575, 4.791147"
"14107, 1.476563, 6.682016"
"14227, 0.04921875, 6.692705"
"14344, -2.116406, 4.063994"
"14463, -3.839063, -0.6163049"
"14579, -4.577344, -6.143611"
"14696, -2.017969, -8.46496"
"14812, 0.8859375, -7.278269"
"14930, 0.2953125, -6.939532"
"15047, -1.476563, -8.783302"
"15168, -3.396094, -12.93748"
"15290, -5.11875, -19.15163"
"15408, -2.116406, -21.57757"
"15532, 3.002344, -17.77394"
"15661, 2.805469, -14.40287"
"15791, -1.230469, -16.02439"
"15916, -4.823438, -21.9574"
"16038, -5.5125, -28.60752"
"16165, -0.7875, -29.37824"
"16291, 2.313281, -26.47621"
"16416, 1.624219, -24.54538"
"16543, -0.3445313, -25.03283"
"16668, -1.722656, -27.1567"
"16794, -1.96875, -29.53175"
"16920, -1.771875, -31.65145"
"17051, 0.4921875, -30.97839"
"17181, 2.75625, -27.5847"
"17306, 3.002344, -23.96748"
"17441, 0.590625, -23.34227"
"17576, -0.8367188, -24.40129"
"17700, -0.7382813, -25.28681"
"17832, 0.2460938, -24.95656"
"17963, 1.525781, -23.07723"
"18089, 2.75625, -19.72092"
"18215, 3.789844, -15.13194"
"18352, 2.707031, -11.91884"
"18477, 1.033594, -10.74357"
"18598, -0.0, -10.78732"
"18717, 0.7875, -9.813824"
"18842, 2.707031, -6.492046"
"18967, 3.199219, -2.630085"
"19085, 2.903906, 0.8442445"
"19207, 1.624219, 2.743819"
"19324, 0.4921875, 3.285605"
"19446, -0.0984375, 3.141766"
"19564, 1.525781, 5.035058"
"19688, 3.248437, 9.002216"
"19806, 3.888281, 13.69791"
"19931, 3.888281, 18.36565"
"20057, -0.4921875, 17.61284"
"20184, -2.657813, 14.33366"
"20311, -0.8859375, 13.33134"
"20433, 2.903906, 16.96442"
"20563, 4.232813, 22.10093"
"20691, 3.396094, 26.14882"
"20815, 1.328906, 27.66352"
"20938, -2.165625, 24.92649"
"21065, -1.476563, 23.17199"
"21192, -0.0984375, 23.10595"
"21323, 1.919531, 25.48498"
"21450, 2.510156, 28.52332"
"21580, 2.264062, 31.23278"
"21706, 0.7382813, 32.0609"
"21840, -1.279687, 30.45148"
"21968, -1.279687, 28.91153"
"22094, -1.328906, 27.31475"
"22227, -1.082813, 26.02399"
"22352, 0.590625, 26.79618"
"22481, 0.3445313, 27.20432"
"22611, -0.3445313, 26.76561"
"22737, -1.18125, 25.31513"
"22864, -1.919531, 22.98261"
"22999, -1.96875, 20.61674"
"23134, -1.624219, 18.67946"
"23265, 0.196875, 18.98239"
"23392, 0.4921875, 19.58778"
"23517, -0.984375, 18.35189"
"23649, -2.608594, 15.16"
"23772, -4.478907, 9.710732"
"23899, -4.528125, 4.270761"
"24021, -0.590625, 3.714293"
"24144, 2.953125, 7.402598"
"24262, 0.9351563, 8.453814"
"24381, -2.608594, 5.180614"
"24503, -4.872656, -0.7631741"
"24622, -6.152344, -8.20244"
"24739, -2.264062, -10.76733"
"24859, 2.116406, -8.047018"
"24978, 1.624219, -6.106018"
"25096, -1.082813, -7.51251"
"25216, -4.134375, -12.59966"
"25340, -5.90625, -19.76246"
"25458, -2.75625, -22.95063"
"25585, 2.953125, -19.18669"
"25715, 3.445313, -15.02199"
"25840, -0.6398437, -15.94277"
"25968, -4.921875, -22.01545"
"26090, -6.004687, -29.27253"
"26214, -1.525781, -30.93559"
"26347, 2.510156, -27.77183"
"26480, 2.707031, -24.50786"
"26609, 0.4429688, -24.05865"
"26733, -1.919531, -26.45586"
"26856, -2.165625, -29.0697"
"26979, -1.919531, -31.3646"
"27105, 0.6398437, -30.50075"
"27233, 2.411719, -27.53642"
"27361, 2.75625, -24.21201"
"27490, 0.8859375, -23.21569"
"27622, -0.7382813, -24.1639"
"27746, -0.39375, -24.62717"
"27876, 0.5414063, -23.9428"
"28009, 1.673438, -21.89257"
"28136, 2.953125, -18.29892"
"28272, 3.002344, -14.69167"
"28402, 2.116406, -12.18407"
"28529, 1.722656, -10.13324"
"28649, 0.3445313, -9.774674"
"28774, 0.2460938, -9.486347"
"28897, 2.214844, -6.753792"
"29023, 4.035937, -1.837709"
"29145, 3.592969, 2.461278"
"29268, 1.525781, 4.212526"
"29389, -0.2953125, 3.782626"
"29508, -0.4429688, 3.240514"
"29631, 1.279687, 4.841269"
"29755, 3.396094, 9.000702"
"29877, 5.414063, 15.57973"
"30000, 4.725, 21.22826"
"30122, -1.722656, 18.91359"
"30246, -4.134375, 13.84603"
"30377, -0.9351563, 12.83287"
"30505, 4.33125, 18.23043"
"30634, 5.857031, 25.32669"
"30761, 3.15, 29.0104"
"30892, -2.264062, 26.09463"
"31022, -2.854688, 22.63613"
"31153, -0.7382813, 21.82446"
"31278, 2.116406, 24.47594"
"31402, 2.805469, 27.87536"
"31533, 2.953125, 31.42636"
"31660, 0.39375, 31.80446"
"31792, -1.328906, 30.14334"
"31915, -1.378125, 28.48367"
"32040, -1.378125, 26.82957"
"32168, -0.0, 26.88023"
"32297, 0.8859375, 27.97838"
"32422, 0.4921875, 28.5562"
"32553, -0.04921875, 28.47692"
"32680, -0.7875, 27.50338"
"32804, -1.624219, 25.52114"
"32936, -2.559375, 22.41434"
"33065, -2.559375, 19.34103"
"33191, -1.870313, 17.12206"
"33322, 0.196875, 17.43415"
"33444, 0.8367188, 18.46747"
"33571, -0.9351563, 17.28136"
"33695, -2.559375, 14.14472"
"33819, -4.232813, 8.997989"
"33948, -4.282031, 3.853799"
"34070, 0.5414063, 4.687297"
"34190, 2.165625, 7.360946"
"34313, 0.3445313, 7.708905"
"34434, -3.297656, 3.606461"
"34556, -5.758594, -3.406638"
"34678, -5.709375, -10.26232"
"34798, -0.3445313, -10.46803"
"34915, 2.657813, -7.144213"
"35035, 1.033594, -5.958579"
"35158, -3.002344, -9.720018"
"35281, -4.577344, -15.28208"
"35404, -4.577344, -20.7791"
"35525, -0.6398437, -21.39331"
"35652, 2.559375, -18.19448"
"35779, 1.328906, -16.63757"
"35912, -1.821094, -18.93757"
"36033, -3.691406, -23.44624"
"36161, -4.33125, -28.6721"
"36285, -0.590625, -29.24083"
"36408, 1.427344, -27.44311"
"36536, 0.8367188, -26.45579"
"36668, 0.4429688, -25.93936"
"36798, -0.9351563, -27.11237"
"36925, -1.082813, -28.42021"
"37054, -1.033594, -29.65923"
"37185, -0.39375, -30.10846"
"37317, 1.18125, -28.63378"
"37442, 1.476563, -26.84727"
"37569, 2.116406, -24.28319"
"37696, 1.722656, -22.22915"
"37821, 0.8859375, -21.19853"
"37948, 0.4921875, -20.62428"
"38081, 0.9351563, -19.48731"
"38214, 1.919531, -17.14786"
"38344, 2.411719, -14.23388"
"38467, 2.608594, -11.09491"
"38593, 2.264062, -8.390474"
"38716, 0.3445313, -8.05052"
"38839, 0.04921875, -8.007197"
"38958, 2.067187, -5.448085"
"39080, 4.085156, -0.4628124"
"39198, 3.494531, 3.712572"
"39320, 2.116406, 6.197713"
"39444, -1.476563, 4.286407"
"39564, -0.4429688, 3.786316"
"39687, 1.96875, 6.242808"
"39804, 3.986719, 11.1143"
"39922, 5.414063, 17.67287"
"40049, 3.54375, 21.85972"
"40176, -2.264062, 18.92216"
"40303, -4.675781, 13.20962"
"40427, -0.0, 13.38066"
"40556, 4.921875, 19.47793"
"40682, 5.709375, 26.36992"
"40813, 2.805469, 29.63506"
"40950, -3.691406, 24.9757"
"41081, -2.805469, 21.62787"
"41207, 0.39375, 22.2218"
"41337, 3.002344, 25.92616"
"41461, 3.691406, 30.38808"
"41589, 1.525781, 32.14183"
"41714, -0.6398437, 31.28731"
"41844, -1.378125, 29.60202"
"41977, -1.279687, 28.06812"
"42102, -0.984375, 26.898"
"42228, 0.196875, 27.179"
"42354, 0.3445313, 27.60061"
"42480, -0.0984375, 27.46631"
"42603, -0.7382813, 26.55496"
"42730, -1.476563, 24.75424"
"42859, -2.214844, 22.068"
"42988, -1.821094, 19.89551"
"43119, -0.5414063, 19.2926"
"43252, 0.2953125, 19.67907"
"43377, -0.9351563, 18.51253"
"43505, -2.411719, 15.56157"
"43635, -3.445313, 11.38645"
"43763, -2.510156, 8.40627"
"43890, -1.033594, 7.222549"
"44010, 1.771875, 9.461944"
"44129, 0.1476563, 9.582256"
"44250, -2.017969, 7.072534"
"44376, -3.691406, 2.575148"
"44495, -5.758594, -4.42082"
"44619, -3.9375, -9.081984"
"44738, 1.230469, -7.39951"
"44860, 2.214844, -4.691216"
"44978, -0.0, -4.775947"
"45098, -4.282031, -10.08698"
"45213, -6.201563, -17.61808"
"45330, -2.953125, -21.03653"
"45459, 2.313281, -18.06249"
"45587, 3.15, -14.23981"
"45717, 0.2953125, -13.98644"
"45843, -4.282031, -19.30041"
"45971, -5.5125, -25.97135"
"46098, -2.854688, -29.30251"
"46223, 1.033594, -27.91032"
"46349, 2.116406, -25.32082"
"46476, 1.525781, -23.50869"
"46606, -1.476563, -25.39126"
"46734, -1.919531, -27.71731"
"46857, -2.067187, -30.205"
"46986, -0.7875, -31.10402"
"47111, 1.033594, -29.79194"
"47241, 2.460938, -26.78294"
"47368, 2.854688, -23.33956"
"47493, 0.1476563, -23.26388"
"47620, -1.230469, -24.79706"
"47753, -0.4921875, -25.36453"
"47880, 0.8367188, -24.31024"
"48011, 1.96875, -21.90413"
"48136, 3.199219, -18.01582"
"48270, 3.051562, -14.35638"
"48397, 2.264062, -11.66861"
"48526, 1.279687, -10.17061"
"48651, -0.04921875, -10.2819"
"48776, 0.5414063, -9.613129"
"48894, 2.214844, -6.88714"
"49014, 4.035937, -1.968616"
"49137, 3.839063, 2.635325"
"49259, 2.067187, 5.047599"
"49382, -1.476563, 3.137326"
"49502, -0.9351563, 2.027786"
"49619, 0.984375, 3.286649"
"49734, 3.888281, 8.075695"
"49857, 5.660156, 14.94244"
"49976, 4.380468, 20.15328"
"50101, -1.771875, 17.79116"
"50225, -3.445313, 13.57973"
"50348, -0.0, 13.70757"
"50476, 3.888281, 18.52289"
"50601, 4.774219, 24.29421"
"50729, 2.608594, 27.34735"
"50860, -1.870313, 24.9362"
"50993, -2.214844, 22.2569"
"51118, -0.6890625, 21.48654"
"51245, 2.313281, 24.3762"
"51369, 2.953125, 27.95129"
"51497, 2.953125, 31.49686"
"51621, 0.590625, 32.1162"
"51755, -1.427344, 30.32676"
"51888, -1.427344, 28.60966"
"52013, -1.328906, 27.01844"
"52137, 0.196875, 27.31227"
"52263, 0.984375, 28.52634"
"52389, 0.590625, 29.22225"
"52516, 0.04921875, 29.26049"
"52639, -1.328906, 27.61233"
"52768, -2.067187, 25.10143"
"52895, -2.903906, 21.5842"
"53024, -1.96875, 19.25394"
"53152, -0.196875, 19.08475"
"53283, 0.4429688, 19.64317"
"53410, -0.984375, 18.41062"
"53538, -2.460938, 15.40019"
"53667, -2.707031, 12.13935"
"53797, -2.657813, 8.951045"
"53919, -2.264062, 6.249385"
"54037, 0.8859375, 7.437521"
"54163, 0.3445313, 7.838176"
"54289, -1.476563, 5.997052"
"54410, -3.54375, 1.660779"
"54531, -5.610937, -5.158332"
"54647, -3.494531, -9.271922"
"54764, 1.279687, -7.541736"
"54883, 2.165625, -4.895525"
"54999, 0.0984375, -4.857093"
"55126, -4.232813, -10.10287"
"55248, -5.857031, -17.20343"
"55367, -3.986719, -21.91835"
"55490, 1.673438, -19.68992"
"55616, 4.134375, -14.62373"
"55743, 1.575, -12.82302"
"55868, -4.282031, -18.18707"
"55994, -7.628906, -27.48008"
"56121, -3.100781, -31.04141"
"56254, 1.919531, -28.55088"
"56379, 3.396094, -24.40885"
"56505, 2.608594, -21.30396"
"56631, -2.165625, -24.08109"
"56764, -4.774219, -29.91349"
"56887, -3.592969, -34.18623"
"57018, 1.18125, -32.59472"
"57146, 4.971094, -26.48094"
"57283, 5.167969, -20.26443"
"57418, -0.984375, -21.66154"
"57547, -3.888281, -26.44518"
"57685, -2.953125, -29.96313"
"57815, 2.510156, -26.75289"
"57950, 5.414063, -20.14342"
"58082, 5.315625, -13.76179"
"58211, 1.132031, -12.55592"
"58333, -2.559375, -15.77971"
"58460, -1.575, -17.64223"
"58584, 2.116406, -14.96102"
"58714, 5.315625, -8.458153"
"58836, 6.250781, -0.913969"
"58959, 1.230469, 0.3735446"
"59081, -1.821094, -1.94175"
"59196, -0.9351563, -3.036324"
"59313, 1.575, -1.044937"
"59434, 4.921875, 4.997336"
"59556, 6.349218, 12.67964"
"59674, 1.378125, 14.14006"
"59800, -3.248437, 10.05776"
"59928, -3.445313, 5.905365"
"60048, 3.54375, 10.42984"
"60170, 8.416407, 20.73366"
"60299, 6.890625, 28.95824"
"60424, -1.427344, 26.93234"
"60551, -7.678125, 17.46854"
"60688, -5.266406, 11.2188"
"60814, 3.642188, 15.9261"
"60941, 8.121094, 25.85583"
"61070, 5.610937, 32.50803"
"61198, -0.3445313, 31.86918"
"61326, -3.9375, 26.99991"
"61461, -3.346875, 22.99629"
"61583, 0.984375, 24.34495"
"61709, 3.642188, 28.82555"
"61842, 3.839063, 33.44552"
"61967, 0.7875, 34.27655"
"62089, -3.396094, 30.0333"
"62215, -3.592969, 25.70428"
"62339, -1.673438, 23.7673"
"62463, 1.328906, 25.48004"
"62589, 2.116406, 28.05613"
"62714, 1.230469, 29.50155"
"62842, -2.017969, 26.95781"
"62969, -3.592969, 22.58069"
"63102, -4.035937, 17.71828"
"63233, -1.575, 15.91636"
"63358, 1.624219, 17.99007"
"63486, 0.7382813, 18.85072"
"63615, -1.328906, 17.17853"
"63745, -3.051562, 13.44975"
"63873, -4.823438, 7.592546"
"63994, -4.183594, 2.592778"
"64117, 1.230469, 4.275723"
"64237, 1.919531, 6.618921"
"64359, -0.2953125, 6.181125"
"64480, -4.183594, 1.006106"
"64603, -5.955469, -6.218101"
"64720, -3.248437, -10.01285"
"64835, 0.4429688, -9.324492"
"64957, 1.96875, -6.894209"
"65081, -0.0, -6.964719"
"65203, -3.248437, -10.99214"
"65325, -5.069531, -17.15417"
"65446, -3.789844, -21.65756"
"65579, 0.5414063, -20.85061"
"65705, 2.510156, -17.75621"
"65837, 1.132031, -16.44265"
"65963, -3.100781, -20.32425"
"66087, -4.183594, -25.39489"
"66211, -2.75625, -28.65135"
"66337, -0.196875, -28.78829"
"66466, 1.18125, -27.31512"
"66599, 0.6890625, -26.50266"
"66725, 0.3445313, -26.10284"
"66853, -0.8859375, -27.21201"
"66982, -0.984375, -28.39953"
"67108, -0.8859375, -29.45936"
"67238, -0.4429688, -29.97456"
"67363, 1.328906, -28.31276"
"67488, 1.870313, -26.04383"
"67613, 2.510156, -23.0063"
"67738, 0.9351563, -21.94182"
"67864, 0.6398437, -21.18846"
"67999, 0.7382813, -20.29988"
"68132, 1.328906, -18.6841"
"68267, 2.510156, -15.62912"
"68401, 2.460938, -12.67533"
"68531, 1.771875, -10.57402"
"68651, 1.279687, -9.059014"
"68773, 0.8859375, -8.012428"
"68896, 1.476563, -6.219172"
"69016, 3.15, -2.372451"
"69133, 3.297656, 1.594893"
"69252, 1.96875, 3.905694"
"69374, 0.8367188, 4.862674"
"69493, -0.4921875, 4.217194"
"69615, 0.6890625, 5.086157"
"69739, 2.805469, 8.536081"
"69859, 4.823438, 14.40759"
"69983, 4.528125, 19.83518"
"70112, -0.984375, 18.45233"
"70236, -2.707031, 15.12587"
"70362, -1.033594, 13.94295"
"70489, 3.445313, 18.24665"
"70620, 4.478907, 23.66822"
"70744, 3.051562, 27.27884"
"70876, -1.525781, 25.28147"
"71006, -2.017969, 22.83246"
"71132, -1.033594, 21.62726"
"71260, 1.919531, 24.04218"
"71386, 3.248437, 27.99653"
"71517, 3.346875, 32.01954"
"71644, 0.7875, 32.87012"
"71771, -2.116406, 30.21728"
"71904, -2.017969, 27.79282"
"72032, -1.624219, 25.85796"
"72160, 1.132031, 27.31936"
"72290, 0.9351563, 28.44035"
"72418, 0.4429688, 28.95374"
"72545, -0.590625, 28.20563"
"72670, -1.378125, 26.51991"
"72799, -2.165625, 23.89055"
"72929, -2.411719, 20.98573"
"73056, -1.132031, 19.67372"
"73185, 0.196875, 19.96118"
"73313, -0.5414063, 19.28734"
"73442, -1.870313, 16.99268"
"73569, -2.953125, 13.40585"
"73698, -2.214844, 10.77231"
"73827, -1.771875, 8.663769"
"73950, -0.984375, 7.513662"
"74071, 0.0984375, 7.675354"
"74188, -1.082813, 6.331129"
"74311, -2.854688, 2.835661"
"74431, -3.9375, -1.935994"
"74549, -2.854688, -5.321264"
"74665, 0.8367188, -4.166925"
"74781, 1.279687, -2.603785"
"74902, -0.8367188, -3.688836"
"75023, -3.789844, -8.355227"
"75140, -5.709375, -15.29152"
"75259, -3.346875, -19.22074"
"75380, 1.476563, -17.25648"
"75513, 2.953125, -13.64904"
"75642, 0.6398437, -12.96139"
"75766, -3.839063, -17.74281"
"75890, -5.11875, -23.94478"
"76015, -3.248437, -27.77613"
"76139, 0.39375, -27.16266"
"76261, 1.575, -25.21858"
"76389, 0.8367188, -24.23869"
"76513, -0.984375, -25.48987"
"76639, -1.96875, -27.89326"
"76764, -2.214844, -30.56287"
"76895, -0.1476563, -30.66635"
"77024, 1.722656, -28.5266"
"77151, 1.870313, -26.27247"
"77277, 1.96875, -23.90575"
"77405, -0.4921875, -24.5873"
"77531, -1.279687, -26.15772"
"77658, -0.5414063, -26.78229"
"77791, 1.033594, -25.48429"
"77916, 2.559375, -22.35266"
"78049, 3.691406, -17.87941"
"78181, 1.821094, -15.7589"
"78315, 0.7382813, -14.91473"
"78449, 1.279687, -13.36238"
"78581, 2.510156, -10.30528"
"78704, 3.051562, -6.620182"
"78824, 1.279687, -5.152349"
"78949, 0.39375, -4.717507"
"79069, 0.9351563, -3.576506"
"79186, 2.953125, 0.04853797"
"79309, 4.232813, 5.182126"
"79432, 3.396094, 9.229004"
"79551, -0.2953125, 8.727468"
"79671, -0.8367188, 7.692859"
"79792, 1.18125, 9.186128"
"79912, 2.903906, 12.74341"
"80033, 4.823438, 18.60983"
"80156, 2.707031, 21.78164"
"80280, -1.673438, 19.60419"
"80407, -2.510156, 16.55071"
"80535, -0.6398437, 15.84878"
"80663, 4.134375, 20.98947"
"80788, 4.823438, 26.81425"
"80910, 3.346875, 30.77551"
"81043, -2.116406, 28.03892"
"81174, -3.15, 24.21046"
"81300, -1.328906, 22.68038"
"81431, 1.919531, 25.10528"
"81558, 3.445313, 29.30288"
"81684, 2.510156, 32.28368"
"81816, 0.590625, 32.92207"
"81942, -2.067187, 30.33806"
"82068, -2.165625, 27.7295"
"82194, -1.771875, 25.61726"
"82321, 0.984375, 26.90145"
"82451, 0.6398437, 27.66266"
"82579, -0.04921875, 27.57787"
"82704, -0.7382813, 26.66448"
"82831, -1.624219, 24.68098"
"82956, -2.559375, 21.5725"
"83090, -2.411719, 18.68155"
"83219, -0.7875, 17.7956"
"83345, 0.8859375, 18.92469"
"83473, 0.04921875, 18.95664"
"83601, -1.575, 17.00577"
"83727, -3.346875, 12.91924"
"83854, -5.167969, 6.646596"
"83976, -3.9375, 1.964917"
"84100, 1.673438, 4.188259"
"84219, 3.051562, 7.917898"
"84335, 0.04921875, 7.861142"
"84460, -3.54375, 3.465516"
"84584, -5.660156, -3.414827"
"84700, -5.5125, -10.02953"
"84816, -0.590625, -10.53812"
"84938, 2.017969, -8.003935"
"85059, 0.3445313, -7.648431"
"85181, -1.870313, -9.981567"
"85302, -4.478907, -15.46287"
"85418, -5.660156, -22.30912"
"85544, -0.1476563, -22.28224"
"85668, 3.691406, -17.69596"
"85796, 2.264062, -15.02274"
"85920, -2.75625, -18.52309"
"86046, -5.561719, -25.31247"
"86174, -3.691406, -29.67966"
"86297, 0.0984375, -29.41417"
"86422, 2.510156, -26.30171"
"86547, 2.017969, -23.89256"
"86671, -0.9351563, -25.12825"
"86799, -2.657813, -28.38711"
"86931, -2.805469, -31.7629"
"87055, 0.4429688, -31.10787"
"87187, 2.707031, -27.77153"
"87315, 3.002344, -24.15283"
"87445, 0.4921875, -23.65226"
"87568, -0.8859375, -24.77348"
"87694, -0.0984375, -24.86547"
"87819, 0.8367188, -23.82467"
"87946, 1.919531, -21.47895"
"88080, 2.854688, -18.01802"
"88213, 2.017969, -15.62414"
"88343, 1.870313, -13.38671"
"88468, 1.427344, -11.69085"
"88590, 1.328906, -10.10102"
"88711, 1.132031, -8.750519"
"88835, 1.230469, -7.270705"
"88958, 2.3625, -4.392285"
"89074, 3.396094, -0.27285"
"89192, 2.657813, 2.890006"
"89315, 1.821094, 5.041503"
"89436, -0.1476563, 4.786499"
"89559, -0.196875, 4.543591"
"89683, 1.919531, 6.926819"
"89806, 3.592969, 11.3066"
"89928, 4.823438, 17.14665"
"90053, 3.199219, 20.92774"
"90178, -1.919531, 18.4298"
"90304, -2.559375, 15.32284"
"90430, -0.04921875, 15.35535"
"90559, 3.54375, 19.74335"
"90684, 4.33125, 24.97858"
"90815, 2.460938, 27.8661"
"90942, -1.476563, 25.94447"
"91067, -1.771875, 23.79815"
"91192, -0.8367188, 22.82806"
"91317, 1.624219, 24.87099"
"91449, 2.460938, 27.8596"
"91571, 2.805469, 31.24159"
"91703, 0.590625, 31.87265"
"91836, -1.328906, 30.20497"
"91960, -1.279687, 28.66682"
"92089, -1.328906, 27.07018"
"92223, -0.2460938, 26.81263"
"92349, 0.7875, 27.79845"
"92480, 0.2953125, 28.13745"
"92608, -0.3445313, 27.69959"
"92737, -1.082813, 26.37184"
"92864, -1.96875, 23.97484"
"92998, -2.953125, 20.39449"
"93127, -2.067187, 17.9443"
"93257, -0.590625, 17.29043"
"93385, 1.033594, 18.59415"
"93511, -0.04921875, 18.49844"
"93640, -1.673438, 16.42888"
"93767, -3.445313, 12.22524"
"93892, -5.167969, 5.954752"
"94019, -3.740625, 1.514819"
"94145, 1.082813, 2.997129"
"94267, 2.608594, 6.197347"
"94386, 0.4921875, 6.709003"
"94506, -3.9375, 1.806"
"94625, -5.758594, -5.186543"
"94745, -4.577344, -10.63799"
"94862, -0.2460938, -10.75876"
"94982, 1.771875, -8.542091"
"95100, 0.0984375, -8.484204"
"95221, -2.264062, -11.29714"
"95342, -4.232813, -16.45815"
"95461, -5.266406, -22.82365"
"95586, 0.0984375, -22.50501"
"95711, 3.297656, -18.4165"
"95845, 2.165625, -15.85049"
"95970, -2.953125, -19.5887"
"96096, -4.971094, -25.64088"
"96220, -3.445313, -29.72308"
"96346, 0.39375, -29.10419"
"96479, 2.017969, -26.61628"
"96613, 1.427344, -24.92055"
"96738, -1.18125, -26.43643"
"96868, -1.771875, -28.58976"
"96992, -1.919531, -30.90042"
"97118, 0.1476563, -30.64651"
"97244, 1.673438, -28.57641"
"97371, 1.624219, -26.62552"
"97500, 1.525781, -24.79804"
"97628, -1.328906, -26.4987"
"97752, -1.525781, -28.34349"
"97884, -1.476563, -30.1144"
"98013, -0.590625, -30.79075"
"98143, 0.9351563, -29.61098"
"98273, 0.984375, -28.42466"
"98400, 0.9351563, -27.304"
"98527, 0.9351563, -26.18191"
"98653, 0.4921875, -25.60795"
"98778, -1.230469, -27.1498"
"98909, -1.230469, -28.6301"
"99037, -1.230469, -30.10688"
"99169, -0.7875, -31.03595"
"99294, 0.984375, -29.78712"
"99426, 0.984375, -28.60205"
"99552, 0.9351563, -27.48149"
"99679, 0.9351563, -26.35939"
"99808, 0.590625, -25.66323"
"99941, -1.18125, -27.14384"
"100067, -1.230469, -28.62603"
