"Run time, Error, Target angle"
"13224, 2.75625, 17.73904"
"13348, 1.427344, 19.3979"
"13476, 3.691406, 23.9077"
"13600, 4.478907, 29.31705"
"13728, 2.707031, 32.50236"
"13858, 0.0984375, 32.52158"
"13987, -2.805469, 29.04326"
"14112, -4.282031, 23.8426"
"14239, -5.167969, 17.60482"
"14374, -4.626562, 12.06986"
"14501, -3.54375, 7.858476"
"14623, -6.447657, 0.01207972"
"14746, -6.201563, -7.427036"
"14865, -6.496875, -15.23474"
"14984, -5.5125, -21.81139"
"15106, -1.132031, -23.00025"
"15232, 0.04921875, -22.88703"
"15357, -2.264062, -25.68765"
"15480, -3.9375, -30.48163"
"15605, -2.214844, -33.07833"
"15731, 2.411719, -30.00926"
"15859, 6.398438, -22.17427"
"15998, 8.416407, -11.99743"
"16135, 7.333593, -3.230235"
"16257, 4.971094, 2.641435"
"16375, 6.201563, 10.1259"
"16497, 4.478907, 15.43643"
"16618, 5.807813, 22.453"
"16740, 2.903906, 25.82885"
"16874, -0.7382813, 24.80853"
"17003, 0.3445313, 25.25392"
"17128, 1.96875, 27.67894"
"17259, 2.3625, 30.53169"
"17389, 0.8859375, 31.54233"
"17518, -3.346875, 27.36734"
"17655, -7.284375, 18.48255"
"17785, -10.58203, 5.656312"
"17910, -7.136719, -2.785835"
"18028, -2.854688, -6.033779"
"18150, 0.2953125, -5.547331"
"18270, -3.789844, -10.24656"
"18396, -8.268749, -20.34655"
"18518, -9.499218, -31.80383"
"18650, -2.608594, -34.69128"
"18778, 3.494531, -30.26092"
"18909, 4.725, -24.53308"
"19042, 1.673438, -22.62993"
"19173, -0.590625, -23.42679"
"19308, 2.657813, -20.12871"
"19439, 7.0875, -11.45927"
"19572, 11.17266, 2.102105"
"19695, 9.942188, 13.99483"
"19813, 4.626562, 19.33498"
"19937, -1.328906, 17.50187"
"20059, 0.196875, 17.78256"
"20184, 3.396094, 21.98085"
"20312, 5.069531, 28.13252"
"20443, 5.217188, 34.40244"
"20568, 0.984375, 35.42506"
"20699, -5.5125, 28.56721"
"20826, -7.432032, 19.56396"
"20952, -4.626562, 14.11251"
"21087, -3.346875, 10.14626"
"21216, -4.282031, 4.976588"
"21340, -5.414063, -1.565407"
"21460, -7.727344, -10.9307"
"21581, -6.349218, -18.50203"
"21706, -3.642188, -22.768"
"21833, -0.2953125, -22.99221"
"21959, -1.575, -24.92224"
"22092, -3.199219, -28.8216"
"22214, -2.903906, -32.29862"
"22344, 0.1476563, -32.01119"
"22479, 4.971094, -25.86981"
"22607, 8.514843, -15.51239"
"22745, 7.776563, -6.198319"
"22870, 5.315625, 0.08751822"
"22988, 4.035937, 4.873975"
"23113, 5.709375, 11.78477"
"23236, 6.103125, 19.12717"
"23357, 6.103125, 26.45208"
"23481, 2.510156, 29.32819"
"23614, -3.15, 25.3412"
"23744, -3.002344, 21.73175"
"23877, -0.8859375, 20.7428"
"24008, 1.427344, 22.5431"
"24144, 1.18125, 23.95689"
"24283, -0.4429688, 23.36948"
"24408, -6.841406, 14.91583"
"24535, -11.66484, 0.7249327"
"24660, -8.170313, -8.960479"
"24778, -2.116406, -11.25035"
"24896, 0.5414063, -10.48033"
"25018, -3.002344, -14.21312"
"25138, -7.973438, -23.98358"
"25263, -7.825781, -33.38107"
"25388, -1.230469, -34.61185"
"25509, 4.134375, -29.42569"
"25636, 4.971094, -23.41644"
"25773, 1.821094, -21.3381"
"25903, 0.6398437, -20.61892"
"26042, 3.051562, -16.87762"
"26175, 9.154688, -5.671025"
"26306, 11.8125, 8.612264"
"26426, 8.514843, 18.70699"
"26549, 3.445313, 22.64033"
"26680, -1.870313, 20.19317"
"26809, -1.18125, 18.78895"
"26937, 2.165625, 21.51156"
"27066, 8.022655, 31.35977"
"27198, 3.494531, 35.40294"
"27325, -1.870313, 32.95094"
"27453, -6.595312, 24.85201"
"27585, -8.810156, 14.18955"
"27718, -4.380468, 9.083952"
"27844, -2.116406, 6.638442"
"27964, -2.854688, 3.189825"
"28086, -6.201563, -4.381233"
"28204, -10.38516, -17.01765"
"28322, -7.382813, -25.76886"
"28449, -0.196875, -25.7325"
"28582, 2.903906, -22.12153"
"28707, 0.2953125, -21.85703"
"28825, -4.183594, -27.06228"
"28950, -4.183594, -32.09366"
"29084, 0.196875, -31.70374"
"29221, 6.546094, -23.62099"
"29341, 10.13906, -11.29957"
"29477, 9.400782, -0.03573513"
"29598, 4.577344, 5.270454"
"29720, 3.15, 8.984111"
"29839, 3.002344, 12.57687"
"29958, 7.333593, 21.5458"
"30083, 6.103125, 28.83337"
"30219, 0.8367188, 29.65252"
"30348, -1.132031, 28.21086"
"30474, -0.1476563, 28.06523"
"30604, 0.04921875, 28.13325"
"30738, -0.8859375, 27.03746"
"30863, -3.494531, 22.74471"
"30995, -6.398438, 14.95641"
"31125, -7.678125, 5.690305"
"31248, -4.577344, 0.3135853"
"31370, -3.592969, -3.95334"
"31489, -4.33125, -9.177326"
"31608, -5.955469, -16.38952"
"31723, -6.053906, -23.66239"
"31850, -3.346875, -27.57883"
"31981, -0.39375, -27.93935"
"32104, -0.590625, -28.64882"
"32237, -1.132031, -30.0265"
"32360, -0.4429688, -30.53273"
"32487, 1.18125, -29.05356"
"32613, 1.279687, -27.5106"
"32747, 1.279687, -25.97456"
"32873, -0.4921875, -26.6313"
"33006, -1.624219, -28.62456"
"33134, -1.624219, -30.57619"
"33260, -0.7382813, -31.42921"
"33386, 1.624219, -29.39002"
