Run time, Error, Target angle
53808, -2.657813, -27.26565
54004, -1.722656, -27.58662
54132, -1.427344, -27.85976
54324, -0.8859375, -28.02299
54455, -0.2460938, -28.04821
54651, 0.5414063, -27.91969
54778, 1.230469, -27.64707
54974, 2.214844, -27.17893
55100, 3.100781, -26.52421
55290, 4.183594, -25.65861
55418, 5.11875, -24.59904
55609, 6.447657, -23.2745
55742, 6.792188, -21.90197
55935, 7.432032, -20.39908
56072, 8.071875, -18.76173
56267, 8.6625, -17.01378
56403, 9.548437, -15.07247
56601, 10.2375, -13.00693
56738, 10.13906, -10.98151
56927, 10.04062, -8.97598
57052, 10.33594, -6.897759
57239, 9.696095, -4.974419
57363, 10.08984, -2.942488
57554, 9.253124, -1.112332
57676, 9.892969, 0.889626
57862, 9.105469, 2.691378
57989, 8.859375, 4.452918
58174, 7.432032, 5.902105
58301, 7.825781, 7.479747
58489, 7.48125, 8.967713
58614, 7.973438, 10.58041
58805, 7.432032, 12.054
58932, 7.678125, 13.59799
59126, 5.709375, 14.69145
59250, 8.514843, 16.4978
59437, 7.628906, 18.00508
59564, 7.924219, 19.59985
59754, 6.250781, 20.80813
59882, 6.496875, 22.11406
60078, 5.610937, 23.21479
60210, 4.528125, 24.08022
60402, 3.789844, 24.81813
60525, 3.54375, 25.51626
60714, 3.297656, 26.16912
60838, 3.248437, 26.81654
60967, 2.313281, 27.24517
61153, 1.722656, 27.57308
61274, 1.476563, 27.85783
61464, 0.7382813, 27.98631
61588, 0.04921875, 27.9691
61715, -0.4429688, 27.86067
61903, -1.230469, 27.59368
62033, -1.771875, 27.21832
62220, -2.559375, 26.6855
62352, -3.15, 26.03305
62546, -4.478907, 25.10349
62673, -5.660156, 23.9257
62869, -7.136719, 22.46056
62997, -7.973438, 20.83264
63188, -8.268749, 19.17019
63315, -8.268749, 17.51592
63512, -8.613281, 15.78488
63636, -8.465626, 14.09684
63827, -9.00703, 12.28203
63954, -9.84375, 10.28126
64139, -9.597656, 8.366755
64267, -9.351563, 6.505788
64451, -8.219532, 4.891755
64578, -9.154688, 3.027687
64763, -9.646875, 1.084265
64885, -10.38516, -1.022032
65010, -9.892969, -2.983868
65199, -7.432032, -4.407123
65319, -7.825781, -5.983738
65507, -7.776563, -7.53826
65630, -8.219532, -9.199031
65822, -7.579687, -10.69956
65949, -7.530469, -12.20292
66137, -6.939844, -13.57571
66266, -6.841406, -14.93955
66450, -7.924219, -16.55241
66579, -6.053906, -17.69605
66769, -6.546094, -19.015
66893, -6.595312, -20.33652
67084, -6.103125, -21.54493
67211, -5.807813, -22.69475
67399, -5.463282, -23.77814
67529, -5.561719, -24.89351
67653, -4.282031, -25.70198
67844, -3.248437, -26.32363
67977, -3.002344, -26.91386
68174, -2.608594, -27.42558
68298, -2.214844, -27.85302
68487, -2.067187, -28.26206
68619, -1.919531, -28.64045
68808, -1.525781, -28.93543
68941, -1.378125, -29.20521
69128, -0.7382813, -29.33621
69254, -0.7382813, -29.48288
69443, -0.6890625, -29.6194
69568, -0.590625, -29.73378
69763, -0.590625, -29.85176
69888, -0.590625, -29.96987
70082, -0.590625, -30.088
70206, -0.590625, -30.20612
70393, 0.2460938, -30.13544
70519, 0.2460938, -30.08495
70649, 0.2460938, -30.03566
70838, 0.196875, -29.99753
70968, 0.196875, -29.95823
71154, 0.196875, -29.91886
71283, 0.196875, -29.87948
71477, 0.196875, -29.84011
