Run time, Error, Target angle
119, -14.86406, 22.95353
249, -14.32266, 20.08899
435, -12.6, 17.61317
562, -10.13906, 15.67984
752, -4.971094, 14.81995
882, -3.54375, 14.17025
1077, -1.18125, 13.99452
1208, 0.4921875, 14.1571
1398, 2.707031, 14.75673
1525, 3.9375, 15.59362
1718, 5.463282, 16.72619
1846, 6.053906, 17.96103
2041, 6.496875, 19.27226
2168, 6.742969, 20.6306
2359, 6.841406, 22.00175
2486, 7.038281, 23.41692
2614, 4.478907, 24.21902
2809, 3.691406, 24.93423
2933, 3.789844, 25.69452
3126, 2.903906, 26.25335
3257, 2.608594, 26.76318
3441, 1.96875, 27.13977
3573, 1.771875, 27.48614
3763, 1.082813, 27.68498
3894, 0.3445313, 27.7261
4082, -0.5414063, 27.59409
4209, -1.082813, 27.35623
4402, -2.067187, 26.91745
4527, -2.903906, 26.30369
4713, -4.528125, 25.35484
4837, -5.90625, 24.11877
5027, -7.185938, 22.64705
5154, -8.908594, 20.79898
5345, -9.84375, 18.80421
5472, -10.33594, 16.71725
5667, -8.219532, 15.12497
5792, -9.351563, 13.21517
5980, -10.43438, 11.09921
6103, -11.36953, 8.787547
6289, -10.48359, 6.712008
6410, -9.745312, 4.792878
6598, -10.04062, 2.778434
6724, -10.77891, 0.5945103
6911, -10.53281, -1.506889
7033, -10.58203, -3.624861
7216, -8.268749, -5.218105
7342, -8.810156, -6.996875
7531, -8.810156, -8.759583
7652, -9.05625, -10.58042
7838, -7.875, -12.12551
7960, -8.367188, -13.81606
8150, -6.989062, -15.17975
8274, -9.794531, -17.2429
8461, -7.727344, -18.7396
8586, -7.628906, -20.25877
8775, -6.152344, -21.45129
8902, -6.398438, -22.73781
9098, -5.561719, -23.82981
9230, -5.315625, -24.88298
9421, -4.134375, -25.67977
9546, -3.396094, -26.32943
9734, -2.411719, -26.78545
9863, -2.067187, -27.18478
10052, -0.7382813, -27.29831
10186, -0.2953125, -27.33973
10376, 0.984375, -27.10999
10505, 1.771875, -26.72473
10695, 3.002344, -26.09194
10823, 3.888281, -25.28006
11014, 5.414063, -24.15754
11142, 6.447657, -22.82767
11335, 7.579687, -21.28182
11465, 7.825781, -19.70609
11666, 9.154688, -17.84296
11797, 10.13906, -15.77788
11992, 10.33594, -13.70438
12123, 11.12344, -11.45079
12309, 11.07422, -9.236027
12433, 11.07422, -7.021188
12621, 10.97578, -4.828557
12744, 10.72969, -2.692096
12933, 9.991405, -0.7129398
13059, 10.82813, 1.48278
13242, 9.646875, 3.382479
13363, 9.400782, 5.251174
13548, 7.973438, 6.808596
13673, 8.416407, 8.506414
13861, 8.416407, 10.19029
13986, 9.105469, 12.03733
14170, 7.628906, 13.52572
14298, 7.579687, 15.03769
14490, 6.742969, 16.3651
14617, 8.367188, 18.09703
14926, 7.530469, 19.59136
15052, 7.825781, 21.16684
15247, 6.644531, 22.46719
15376, 6.349218, 23.72459
15568, 3.888281, 24.4399
15693, 3.740625, 25.17881
15886, 3.051562, 25.77153
16009, 2.657813, 26.28711
16196, 1.575, 26.57369
16320, 0.984375, 26.74629
16511, 0.0984375, 26.74274
16636, -0.5414063, 26.6092
16825, -1.328906, 26.3224
16950, -2.067187, 25.87972
17138, -3.494531, 25.1434
17261, -4.725, 24.14915
17453, -6.398438, 22.82566
17580, -7.48125, 21.28639
17769, -9.105469, 19.42254
17894, -9.991405, 17.38838
18089, -8.367188, 15.75374
18216, -9.154688, 13.89592
18406, -10.33594, 11.79781
18531, -10.97578, 9.576939
18715, -8.859375, 7.859407
18841, -9.548437, 5.927229
19025, -10.2375, 3.860946
19148, -10.82813, 1.671447
19336, -10.58203, -0.4396491
19459, -10.87734, -2.625988
19646, -9.05625, -4.390738
19770, -9.05625, -6.199204
19958, -8.6625, -7.921545
20079, -9.05625, -9.747549
20268, -8.022655, -11.32657
20391, -8.121094, -12.95301
20577, -7.924219, -14.5329
20700, -9.646875, -16.52774
20896, -5.709375, -17.57564
21019, -7.776563, -19.20473
21208, -6.496875, -20.4746
21332, -6.792188, -21.84238
21530, -6.250781, -23.07969
21660, -5.758594, -24.21283
21847, -4.282031, -25.03061
21979, -4.085156, -25.83841
22168, -3.15, -26.44442
22296, -2.411719, -26.898
22487, -1.525781, -27.17986
22613, -0.6398437, -27.27311
22802, 0.4429688, -27.15578
22928, 1.279687, -26.8669
23123, 2.460938, -26.34417
23256, 3.396094, -25.6303
23446, 4.921875, -24.606
23575, 5.955469, -23.37455
23765, 6.546094, -22.04888
23897, 7.727344, -20.45996
24092, 8.268749, -18.79117
24228, 9.597656, -16.82465
24422, 10.53281, -14.69309
24556, 11.025, -12.46948
24744, 11.32031, -10.19708
24867, 10.97578, -8.014575
25059, 10.18828, -5.997013
25183, 10.48359, -3.890241
25369, 9.942188, -1.915347
25495, 10.63125, 0.2358174
25680, 10.82813, 2.407572
25800, 10.68047, 4.538277
25987, 8.170313, 6.107742
26112, 8.613281, 7.843095
26300, 8.6625, 9.577375
26423, 8.957813, 11.38032
26611, 7.628906, 12.87283
26739, 7.825781, 14.44328
26928, 9.696095, 16.43019
27053, 6.201563, 17.54096
27240, 8.022655, 19.18691
27364, 7.875, 20.75884
27556, 6.250781, 21.96805
27686, 6.201563, 23.20425
27880, 3.740625, 23.89098
28007, 4.282031, 24.76383
28197, 4.183594, 25.59872
28325, 3.297656, 26.22556
28451, 2.657813, 26.7313
28645, 1.575, 27.01861
28770, 1.230469, 27.25009
28965, 0.0984375, 27.24118
29089, -0.5414063, 27.10693
29280, -1.378125, 26.80924
29405, -2.116406, 26.35709
29600, -3.346875, 25.65611
29730, -4.626562, 24.68295
29926, -6.250781, 23.3909
30054, -7.776563, 21.77702
30247, -9.450001, 19.84307
30371, -10.38516, 17.72795
30561, -9.302343, 15.89317
30687, -8.908594, 14.12768
30879, -9.696095, 12.16931
31005, -10.92656, 9.936937
31194, -10.04062, 7.949297
31320, -9.942188, 5.965751
31506, -9.597656, 4.055349
31627, -10.87734, 1.830827
31813, -10.82813, -0.3355422
31933, -10.77891, -2.489461
32120, -8.416407, -4.112076
32247, -8.760937, -5.873519
32437, -9.00703, -7.68148
32564, -9.00703, -9.483276
32753, -7.924219, -11.04079
32877, -8.564062, -12.77637
33063, -7.284375, -14.20135
33193, -7.530469, -15.71458
33384, -9.154688, -17.58662
33506, -8.121094, -19.17387
33696, -6.742969, -20.48617
33820, -6.890625, -21.86773
34011, -5.5125, -22.93573
34143, -5.660156, -24.07105
34341, -4.429688, -24.9271
34467, -4.085156, -25.7296
34655, -3.051562, -26.31295
34782, -2.460938, -26.78167
34978, -1.624219, -27.08498
35105, -0.6398437, -27.17521
35298, 0.2953125, -27.09151
35424, 1.033594, -26.85555
35618, 2.214844, -26.38233
35749, 3.15, -25.71695
35940, 4.774219, -24.71988
36066, 5.857031, -23.50522
36266, 6.69375, -22.1447
36393, 8.071875, -20.47836
36594, 8.317968, -18.8069
36723, 9.646875, -16.8282
36923, 10.13906, -14.78666
37057, 11.07422, -12.53835
37249, 11.41875, -10.24465
37377, 10.97578, -8.065201
37506, 10.28672, -6.033926
37695, 10.2375, -3.988729
37822, 10.53281, -1.871361
38011, 10.28672, 0.1801419
38132, 10.68047, 2.331142
38317, 9.154688, 4.123158
38436, 9.05625, 5.928141
38622, 8.170313, 7.539108
38748, 8.6625, 9.288734
38935, 8.564062, 10.99972
39057, 9.400782, 12.91196
39245, 7.875, 14.44952
39372, 9.794531, 16.47785
39565, 4.971094, 17.35481
39698, 5.463282, 18.4583
39893, 7.432032, 19.99339
40016, 7.382813, 21.47104
40213, 6.890625, 22.83714
40340, 5.561719, 23.89954
40533, 4.675781, 24.81068
40662, 3.986719, 25.58147
40851, 3.051562, 26.16709
40979, 2.854688, 26.72928
41168, 1.624219, 27.02269
41293, 0.984375, 27.19363
41482, 0.1476563, 27.20087
41608, -0.4429688, 27.08891
41795, -1.328906, 26.79933
41925, -1.919531, 26.39264
42112, -3.199219, 25.71922
42240, -4.429688, 24.78572
42433, -6.250781, 23.4886
42562, -7.382813, 21.96798
42750, -9.302343, 20.05648
42873, -10.2375, 17.97018
43063, -8.760937, 16.25354
43196, -9.154688, 14.41056
43385, -9.794531, 12.43501
43514, -10.87734, 10.21874
43701, -11.36953, 7.93055
43824, -10.77891, 5.796451
44011, -9.696095, 3.885887
44128, -10.97578, 1.641743
44317, -10.33594, -0.4111805
44439, -10.77891, -2.583131
44630, -8.760937, -4.284999
44752, -8.859375, -6.057575
44939, -8.6625, -7.785054
45065, -9.00703, -9.599116
45249, -8.022655, -11.17853
45374, -8.465626, -12.8867
45566, -7.579687, -14.38097
45690, -7.678125, -15.919
45886, -5.807813, -17.03481
46008, -8.022655, -18.72239
46199, -6.742969, -20.04215
46325, -6.939844, -21.43571
46522, -5.90625, -22.59184
46645, -5.955469, -23.78329
46837, -4.921875, -24.7417
46969, -4.33125, -25.58537
47159, -3.199219, -26.19587
47285, -3.002344, -26.78717
47476, -1.525781, -27.05486
47600, -0.6398437, -27.14727
47793, 0.2953125, -27.0634
47919, 1.033594, -26.82766
48115, 2.264062, -26.34355
48244, 3.199219, -25.66774
48432, 4.774219, -24.67125
48566, 5.90625, -23.4478
48755, 6.989062, -22.02094
48882, 7.924219, -20.39946
49077, 8.071875, -18.78004
49213, 9.450001, -16.84189
49411, 10.28672, -14.76238
49550, 10.97578, -12.54241
49685, 11.07422, -10.32277
49873, 10.2375, -8.296536
50003, 10.38516, -6.21538
50187, 10.68047, -4.071464
50314, 10.68047, -1.934905
50502, 10.48359, 0.1568344
50624, 10.87734, 2.347263
50810, 9.351563, 4.179055
50931, 9.105469, 5.98823
51115, 8.170313, 7.59731
51234, 8.71172, 9.359256
51424, 8.564062, 11.06913
51546, 9.253124, 12.94608
51737, 8.071875, 14.53168
