Run time, Error, Target angle
123, -13.97812, 25.54853
422, -12.74766, 22.999
610, -12.25547, 20.56053
735, -12.20625, 18.12187
1040, -6.69375, 16.87125
7325, -6.398438, 15.59157
7868, -5.217188, 14.54813
8597, -4.626562, 13.62682
8901, -4.577344, 12.71224
9812, -15.40547, 9.572241
10000, -14.9625, 6.588651
10124, -12.6, 4.158706
10310, -11.22187, 1.953552
10433, -10.53281, -0.1240978
10616, -7.382813, -1.516976
10738, -5.414063, -2.519536
10926, -2.411719, -2.921605
11043, -1.525781, -3.186521
11225, -0.8367188, -3.333937
11344, -0.3445313, -3.382371
11534, 0.196875, -3.328499
11659, 0.590625, -3.19458
11842, 1.18125, -2.942291
11962, 1.575, -2.610907
12150, 2.165625, -2.161966
12267, 2.559375, -1.633462
12393, 2.854688, -1.050514
12575, 3.396094, -0.356463
12699, 3.592969, 0.3704222
12886, 3.789844, 1.133806
13008, 4.085156, 1.962442
13190, 3.100781, 2.557174
13313, 2.953125, 3.140616
13500, 2.214844, 3.564258
13619, 2.559375, 4.088394
13807, 3.100781, 4.722936
13932, 2.903906, 5.297224
14120, 2.510156, 5.788944
14243, 2.903906, 6.384132
14431, 3.15, 7.021032
14557, 3.199219, 7.663123
14740, 3.445313, 8.358688
14929, 3.592969, 9.081314
15047, 3.888281, 9.870853
15172, 4.035937, 10.68431
15358, 2.953125, 11.24727
15487, 3.15, 11.8829
15678, 2.903906, 12.45772
15803, 2.116406, 12.85103
15994, 1.722656, 13.18452
16114, 2.214844, 13.64618
16300, 1.378125, 13.90111
16424, 1.328906, 14.16378
16608, 1.673438, 14.50736
16729, 1.378125, 14.77216
16919, 1.624219, 15.10282
17046, 1.919531, 15.49792
17235, 2.3625, 15.98212
17358, 2.657813, 16.52576
17544, 2.75625, 17.08003
17669, 3.051562, 17.70171
17853, 3.100781, 18.32361
17978, 3.051562, 18.93217
18166, 2.608594, 19.44257
18296, 2.854688, 20.02183
18483, 3.100781, 20.64864
18612, 3.002344, 21.24593
18806, 2.559375, 21.74665
18928, 2.116406, 22.15221
19121, 1.132031, 22.35342
19249, 1.378125, 22.63657
19441, 1.427344, 22.92356
19570, 1.673438, 23.26733
19755, 0.7875, 23.40224
19883, 0.9351563, 23.59341
20072, 1.033594, 23.8028
20196, 1.230469, 24.05651
20383, 1.230469, 24.30292
20508, 1.328906, 24.57244
20696, 1.525781, 24.88278
20825, 1.427344, 25.16495
21021, 1.673438, 25.50551
21153, 1.870313, 25.887
21342, 1.870313, 26.26136
21466, 2.017969, 26.67052
