"Run time, Error, Target angle"
"37933, -12.15703, 2.787942"
"38053, -13.14141, 0.1203616"
"38236, -12.74766, -2.420497"
"38360, -12.94453, -5.016288"
"38546, -11.32031, -7.238763"
"38667, -11.66484, -9.582608"
"38852, -10.63125, -11.68266"
"38979, -10.53281, -13.78399"
"39168, -9.154688, -15.57973"
"39297, -9.105469, -17.39698"
"39490, -9.154688, -19.22899"
"39619, -8.514843, -20.90867"
"39808, -6.595312, -22.17806"
"39936, -6.3, -23.42439"
"40129, -4.774219, -24.34073"
"40256, -4.380468, -25.19997"
"40447, -3.445313, -25.86485"
"40572, -3.346875, -26.52904"
"40758, -2.707031, -27.05382"
"40881, -2.707031, -27.59422"
"41072, -2.165625, -28.01363"
"41200, -2.067187, -28.42264"
"41395, -1.575, -28.72534"
"41519, -1.328906, -28.98113"
"41708, -1.230469, -29.22433"
