Run time, Error, Target angle
181, -14.42109, 25.78194
298, -14.42109, 22.89772
482, -12.35391, 20.48079
599, -12.30469, 18.02529
900, -6.792188, 16.7562
1088, -6.053906, 15.56789
1214, -6.004687, 14.37012
1688, -4.478907, 13.49022
1811, -4.528125, 12.58369
6687, -15.40547, 9.502597
6873, -14.61797, 6.579003
6999, -12.50156, 4.1571
7185, -10.72969, 2.060057
7306, -9.942188, 0.1054316
7425, -7.727344, -1.351388
7614, -3.494531, -1.939258
7735, -2.116406, -2.301783
7918, -0.1476563, -2.277233
8042, 0.39375, -2.174707
8230, 1.328906, -1.884099
8347, 1.870313, -1.486792
8470, 2.411719, -0.982365
8652, 3.396094, -0.2764513
8770, 3.9375, 0.5344123
8952, 4.478907, 1.445423
9077, 4.478907, 2.342116
9259, 4.232813, 3.182239
9383, 4.282031, 4.040111
9565, 3.642188, 4.751768
9685, 4.134375, 5.596974
9873, 4.085156, 6.413497
10001, 4.528125, 7.335383
10192, 4.675781, 8.274922
10319, 4.971094, 9.28034
10509, 4.921875, 10.26392
10635, 4.725, 11.20158
10818, 4.626562, 12.12401
10946, 4.282031, 12.96758
11138, 2.657813, 13.45781
11265, 2.264062, 13.89359
11460, 2.657813, 14.43419
11579, 3.346875, 15.13105
11770, 3.199219, 15.76827
11897, 3.54375, 16.48954
12083, 3.789844, 17.2544
12206, 4.380468, 18.15329
12400, 4.085156, 18.96388
12524, 3.740625, 19.69856
12713, 3.9375, 20.49051
12836, 4.134375, 21.32517
13026, 3.592969, 22.03047
13150, 3.051562, 22.61947
13342, 2.067187, 23.00732
13469, 1.771875, 23.34924
13661, 1.378125, 23.61458
13784, 1.575, 23.93647
13976, 1.919531, 24.32926
14099, 2.165625, 24.7724
14222, 2.116406, 25.19442
14407, 2.116406, 25.61765
14530, 2.313281, 26.08788
14717, 2.411719, 26.57304
14845, 2.608594, 27.10222
15035, 2.559375, 27.61315
15163, 2.460938, 28.10166
15358, 2.460938, 28.59371
15483, 2.017969, 28.98076
15674, 1.96875, 29.37261
15802, 1.870313, 29.74294
15991, 2.017969, 30.15015
16117, 1.673438, 30.47228
16307, 1.427344, 30.75103
16438, 1.476563, 31.04774
16632, 1.033594, 31.2436
16759, 1.082813, 31.46135
16954, 0.8367188, 31.62267
17082, 0.8367188, 31.78967
17277, 0.4921875, 31.87956
17403, -0.0984375, 31.83749
17591, -0.1476563, 31.80579
17723, -0.196875, 31.76452
17911, -0.2460938, 31.71397
18043, -0.3445313, 31.64149
18230, -0.4429688, 31.55022
18357, -0.5414063, 31.43813
18546, -0.7382813, 31.28532
18677, -0.8367188, 31.11417
18869, -1.033594, 30.90235
18995, -1.230469, 30.64866
19189, -1.476563, 30.34696
19314, -1.673438, 30.00442
19500, -1.476563, 29.71386
19626, -1.673438, 29.37211
19813, -1.279687, 29.12593
19941, -1.18125, 28.89391
20138, -1.575, 28.56946
20268, -1.525781, 28.26554
20461, -1.919531, 27.87183
20592, -2.165625, 27.42929
20785, -2.411719, 26.94045
20919, -2.608594, 26.41149
21113, -2.805469, 25.84521
21248, -3.100781, 25.21451
21445, -3.199219, 24.57185
21574, -3.445313, 23.87358
21765, -3.642188, 23.13985
21894, -3.592969, 22.42276
22085, -4.282031, 21.5491
22210, -4.626562, 20.60979
22405, -3.888281, 19.84978
22536, -3.839063, 19.08474
22736, -3.9375, 18.29498
22864, -4.035937, 17.48407
23057, -3.051562, 16.8981
23190, -3.494531, 16.18476
23386, -3.691406, 15.44108
23513, -4.035937, 14.62091
23709, -3.986719, 13.82427
23839, -4.429688, 12.92243
24033, -3.9375, 12.14649
24165, -4.33125, 11.26674
24353, -3.691406, 10.54415
24482, -3.346875, 9.888268
24669, -3.297656, 9.23055
24798, -3.199219, 8.594405
24927, -2.854688, 8.036261
25113, -3.248437, 7.376898
25236, -3.839063, 6.586123
25426, -3.494531, 5.894995
25547, -4.085156, 5.055369
25736, -4.33125, 4.181995
25861, -4.33125, 3.315315
26048, -4.823438, 2.338052
26170, -5.11875, 1.30217
26358, -4.823438, 0.3445609
26482, -4.675781, -0.5846189
26603, -4.429688, -1.460569
26789, -2.707031, -1.957157
26912, -2.903906, -2.542732
27099, -3.051562, -3.157007
27217, -3.15, -3.791198
27399, -3.396094, -4.47707
27518, -3.592969, -5.203834
27701, -3.839063, -5.978431
27825, -4.232813, -6.840207
28013, -4.380468, -7.720708
28136, -4.774219, -8.690853
28324, -3.642188, -9.391027
28442, -3.839063, -10.16487
28628, -4.282031, -11.03294
28752, -4.478907, -11.93689
28938, -3.592969, -12.63298
29062, -3.691406, -13.37363
29254, -3.9375, -14.16735
29380, -3.740625, -14.90849
29569, -3.248437, -15.54541
29694, -3.051562, -16.14755
29889, -2.707031, -16.6801
30013, -2.411719, -17.15072
30203, -2.608594, -17.67692
30329, -2.510156, -18.17552
30519, -2.165625, -18.5998
30645, -2.067187, -19.00907
30840, -2.3625, -19.48872
30967, -2.510156, -19.9966
31162, -2.559375, -20.50992
31291, -2.854688, -21.09173
31478, -2.559375, -21.59651
31604, -2.707031, -22.143
31794, -2.460938, -22.62918
31920, -2.657813, -23.16773
32113, -2.411719, -23.6442
32247, -2.510156, -24.14935
32444, -1.821094, -24.4968
32571, -1.919531, -24.88334
32700, -1.427344, -25.15087
32892, -1.575, -25.46883
33024, -1.673438, -25.8072
33224, -1.427344, -26.08687
33354, -1.18125, -26.31393
33548, -1.230469, -26.56088
33675, -1.279687, -26.8187
33867, -1.230469, -27.06364
33998, -0.7382813, -27.19352
34192, -0.6890625, -27.32941
34322, -0.6398437, -27.45549
34518, -0.2953125, -27.50603
34653, -0.196875, -27.54149
34844, -0.04921875, -27.54746
34974, 0.04921875, -27.53383
35165, 0.2460938, -27.47951
35292, 0.39375, -27.39495
35484, 0.590625, -27.27169
35613, 0.7875, -27.10671
35811, 1.082813, -26.88265
35942, 1.279687, -26.61925
36138, 1.624219, -26.28567
36269, 1.821094, -25.91381
36463, 2.116406, -25.48292
36596, 2.264062, -25.02444
36791, 2.165625, -24.59351
36921, 2.264062, -24.13726
37114, 2.805469, -23.56256
37249, 3.15, -22.91966
37440, 3.15, -22.28914
37569, 3.494531, -21.57763
37761, 2.657813, -21.06638
37890, 3.002344, -20.45443
38082, 3.297656, -19.7871
38212, 3.740625, -19.02235
38408, 3.789844, -18.26254
38536, 4.183594, -17.41123
38730, 3.740625, -16.67349
38863, 3.986719, -15.86795
39063, 4.035937, -15.05927
39198, 4.478907, -14.14781
39391, 3.888281, -13.38422
39520, 4.085156, -12.56087
