Run time, Error, Target angle
126, -8.6625, 28.49098
257, -2.264062, 28.03817
384, 1.132031, 28.39039
513, 1.082813, 28.61251
640, -2.75625, 27.91936
774, -9.351563, 25.81047
899, -14.56875, 22.68465
1954, -14.9625, 19.69215
2079, -8.859375, 17.92027
2206, 2.017969, 18.72686
2335, 5.561719, 19.99311
2463, 5.955469, 21.20753
2598, 4.626562, 22.08766
2730, -1.230469, 21.62823
2854, -10.33594, 19.20316
2980, -15.45469, 15.8999
3904, -13.19062, 13.27211
4028, -4.725, 12.6485
4156, 4.478907, 13.90158
4282, 7.333593, 15.49513
4411, 8.760937, 17.3068
4541, 7.382813, 18.73684
4673, 3.9375, 19.39861
4796, -4.725, 18.11524
4915, -11.61563, 15.49953
5943, -11.8125, 13.13703
6068, -2.116406, 12.71375
6194, 5.266406, 14.04466
6319, 8.071875, 15.78025
6448, 8.170313, 17.42502
6573, 6.496875, 18.66211
6703, 3.445313, 19.23698
6828, -5.90625, 17.6999
6951, -13.58438, 14.66825
7864, -14.175, 11.82732
7987, -8.859375, 10.25804
8110, 3.297656, 11.3977
8231, 9.05625, 13.45991
8599, 8.465626, 15.15049
8724, 5.069531, 16.03654
8848, -5.217188, 14.59258
8971, -13.19062, 11.62818
9863, -13.09219, 9.007404
9986, -4.528125, 8.43113
10112, 6.939844, 10.26671
10233, 11.17266, 12.69298
10587, 9.400782, 14.55287
10714, 6.398438, 15.72013
10837, -3.346875, 14.67472
10961, -12.84609, 11.71997
11857, -13.28906, 9.056311
11979, -4.577344, 8.475659
12105, 6.742969, 10.26668
12224, 11.025, 12.66651
12586, 9.05625, 14.45535
12712, 5.857031, 15.5051
12841, -2.75625, 14.63466
12958, -12.69844, 11.67683
13854, -13.53516, 8.961477
13978, -5.217188, 8.230347
14102, 6.496875, 9.992412
14226, 10.92656, 12.37497
14582, 10.04062, 14.37523
14713, 6.841406, 15.62795
14836, -3.9375, 14.42506
14960, -12.40313, 11.59861
15868, -12.84609, 9.023966
15993, -6.152344, 8.044897
16121, 7.727344, 10.11169
16243, 11.32031, 12.54591
16596, 8.908594, 14.29789
16723, 6.3, 15.46021
16843, -3.9375, 14.26661
16964, -12.94453, 11.30342
17874, -13.14141, 8.670816
17996, -4.823438, 8.02837
18122, 8.219532, 10.1745
18244, 11.61563, 12.66029
18602, 9.05625, 14.4402
18727, 5.807813, 15.47772
18852, -5.020312, 14.05589
18970, -13.53516, 10.98446
