Run time, Error, Target angle
195, -12.94453, 22.78304
324, -11.41875, 20.49929
519, -6.890625, 19.23327
653, -2.707031, 18.8455
851, 2.75625, 19.53532
981, 3.740625, 20.3268
1178, 4.577344, 21.26447
1310, 4.577344, 22.1812
1502, 4.971094, 23.18527
1628, 3.986719, 23.94618
1754, 2.3625, 24.35589
1942, -0.2953125, 24.22682
2076, -2.067187, 23.74705
2267, -5.217188, 22.62139
2395, -7.727344, 20.9795
2586, -11.41875, 18.59913
2718, -12.15703, 16.13585
2903, -12.55078, 13.61418
3024, -14.27344, 10.69199
3326, -15.01172, 7.675958
5340, -15.30703, 4.614552
5521, -12.40313, 2.133926
5642, -10.18828, 0.1821446
5829, -1.96875, 0.003807679
5951, 2.657813, 0.7251033
6136, 8.071875, 2.488366
6259, 10.33594, 4.65032
6448, 10.33594, 6.721356
6571, 11.66484, 9.10491
6757, 11.12344, 11.31772
6880, 11.71406, 13.68253
7063, 10.08984, 15.6591
7191, 9.548437, 17.54645
7380, 7.0875, 18.90058
7509, 6.742969, 20.23279
7702, 4.971094, 21.18228
7830, 3.9375, 21.92944
8026, 1.575, 22.18466
8153, -2.067187, 21.63378
8352, -5.807813, 20.37609
8481, -9.499218, 18.3359
8669, -12.69844, 15.70933
8792, -12.35391, 13.24642
8979, -13.78125, 10.45389
9105, -15.11016, 7.379708
9283, -15.06094, 4.366617
11314, -13.23984, 1.718648
11432, -11.56641, -0.5946329
11615, -3.789844, -1.150042
11737, 1.033594, -0.7438078
11921, 6.250781, 0.6497665
12043, 9.794531, 2.754922
12226, 11.46797, 5.098167
12349, 11.07422, 7.300995
12533, 11.61563, 9.637795
12656, 12.6, 12.19621
12844, 11.36953, 14.44028
12964, 10.92656, 16.60658
13153, 7.825781, 18.09225
13277, 7.678125, 19.6174
13474, 5.364843, 20.63353
13604, 4.675781, 21.54044
13799, 3.248437, 22.15403
13928, 0.590625, 22.17303
14118, -4.134375, 21.2222
14249, -6.841406, 19.75016
14439, -11.07422, 17.42423
14565, -12.30469, 14.91037
14750, -12.84609, 12.32494
14872, -14.12578, 9.449944
15058, -14.47031, 6.544954
15182, -15.55313, 3.392323
17099, -14.12578, 0.5671668
17219, -12.84609, -2.002052
17405, -3.9375, -2.558709
17522, 0.04921875, -2.376025
17709, 5.758594, -1.070825
17828, 8.810156, 0.8210066
18014, 11.86172, 3.277777
18136, 12.50156, 5.807649
18320, 10.97578, 7.964288
18444, 11.91094, 10.37959
18567, 12.79688, 12.97507
18754, 10.53281, 15.02505
18883, 9.745312, 16.9423
19073, 7.284375, 18.33574
19199, 7.185938, 19.76549
19394, 5.561719, 20.83732
19524, 4.429688, 21.68021
19721, 2.460938, 22.12245
19854, -0.3445313, 21.95121
20044, -5.069531, 20.81447
20169, -8.022655, 19.09063
20358, -11.8125, 16.6271
20485, -12.20625, 14.16546
20670, -13.43672, 11.44539
20795, -14.51953, 8.498483
20978, -14.61797, 5.570542
21095, -15.55313, 2.421917
22972, -13.3875, -0.2555833
23160, -10.28672, -2.312927
23279, -5.660156, -3.261303
23465, 3.100781, -2.407765
23588, 6.053906, -1.071013
23770, 10.77891, 1.214415
23888, 11.8125, 3.626136
24073, 11.51719, 5.923951
24196, 11.8125, 8.297468
24382, 12.15703, 10.73821
24502, 13.14141, 13.40554
24686, 10.68047, 15.47947
24815, 9.794531, 17.40216
25002, 7.333593, 18.80428
25129, 6.890625, 20.16219
25320, 4.725, 21.05195
25450, 3.986719, 21.81957
25647, 0.8859375, 21.91958
25773, -1.919531, 21.42719
25968, -5.758594, 20.17664
26100, -8.957813, 18.26516
26288, -12.15703, 15.74726
26417, -12.10781, 13.32244
26600, -13.58438, 10.56677
26724, -14.86406, 7.543509
26911, -14.91328, 4.557531
